product_id,mean,median,std,min,max,iqr,cv,price_range,price_spread_ratio
0489063d-e0b3-4c23-812d-127a495a5cec,4795.0,4795.0,0.0,4795.0,4795.0,0.0,0.0,0.0,1.0
049001c8-2609-4dcf-a714-a09eac869c3b,14900.0,14900.0,0.0,14900.0,14900.0,0.0,0.0,0.0,1.0
0496bd85-2d22-4b9f-963c-c311172d1f3e,3695.0,3695.0,0.0,3695.0,3695.0,0.0,0.0,0.0,1.0
0496e0b1-58da-40d1-888d-9ec5787e6f23,5500.0,5500.0,0.0,5500.0,5500.0,0.0,0.0,0.0,1.0
04971d01-83e4-4fa9-9b10-2bdfb88de386,1295.0,1295.0,0.0,1295.0,1295.0,0.0,0.0,0.0,1.0
049e9f9d-f9c5-495c-911a-c6ffca2c5868,1295.0,1295.0,0.0,1295.0,1295.0,0.0,0.0,0.0,1.0
04ab9bc2-150a-472a-9ae3-6a5ca02410bf,3200.0,3200.0,0.0,3200.0,3200.0,0.0,0.0,0.0,1.0
04b4c765-0606-42d6-9eee-f5a213ab1987,445.0,445.0,0.0,445.0,445.0,0.0,0.0,0.0,1.0
04b9f32c-a4bd-4c9b-8a56-1edea8fb2336,12900.0,12900.0,0.0,12900.0,12900.0,0.0,0.0,0.0,1.0
04ba5e2c-ad37-497d-88e0-a21586397560,470.0,470.0,0.0,470.0,470.0,0.0,0.0,0.0,1.0
04c0233b-d96d-4892-ba1f-12bbd5dc63c8,29900.0,29900.0,0.0,29900.0,29900.0,0.0,0.0,0.0,1.0
04c36c88-a775-4456-890f-2a7b7f037305,9900.0,9900.0,0.0,9900.0,9900.0,0.0,0.0,0.0,1.0
04cb3bb0-4b7d-46c5-9cd8-243094f984b4,5499.0,5499.0,0.0,5499.0,5499.0,0.0,0.0,0.0,1.0
04cc395c-9d8e-4a4f-859f-2cad1dbca889,12900.0,12900.0,0.0,12900.0,12900.0,0.0,0.0,0.0,1.0
04cc3dec-915a-439a-a4e2-bcb46050e226,2500.0,2500.0,0.0,2500.0,2500.0,0.0,0.0,0.0,1.0
04d01acf-3f66-481d-b642-bd35c42c9e46,54900.0,54900.0,0.0,54900.0,54900.0,0.0,0.0,0.0,1.0
04ddf87c-96a9-4b6a-ad06-8c8ef650bbff,13900.0,13900.0,0.0,13900.0,13900.0,0.0,0.0,0.0,1.0
04e4964c-55ce-41d0-a0a2-53f31ebf4d6c,1995.0,1995.0,0.0,1995.0,1995.0,0.0,0.0,0.0,1.0
04ed4b8b-3a2f-4484-aed3-2d1120fbbef7,9900.0,9900.0,0.0,9900.0,9900.0,0.0,0.0,0.0,1.0
04f91958-e511-4fd7-9386-2aeb80b2e9af,10900.0,10900.0,0.0,10900.0,10900.0,0.0,0.0,0.0,1.0
04fdd93e-e4bb-4982-8102-b155b6e069f9,995.0,995.0,0.0,995.0,995.0,0.0,0.0,0.0,1.0
04feb0d9-5580-47ff-bc1d-1cc237d777d1,1295.0,1295.0,0.0,1295.0,1295.0,0.0,0.0,0.0,1.0
050a55fb-b8e5-446c-b3ff-29845b9b0c75,4050.0,4050.0,0.0,4050.0,4050.0,0.0,0.0,0.0,1.0
050b1752-55d6-4970-9f44-7ea1d4509899,37900.0,37900.0,0.0,37900.0,37900.0,0.0,0.0,0.0,1.0
